message,sentiment
RT @LauerKarl: +++ War ihm zu mächtig: Kim Jong-Un lässt Buttercremetorte verbieten +++ #newstweet,neutral
"@HotaruKiryu na und, ick tröste auch später noch ma '-' liebevolles behandeltwerden kann man nie genug bekommen ;)",positive
RT @TK_Karriereteam: Unser Team sucht Verstärkung: http://t.co/pRnRlgwUVT #praktikum #personalmarketing #hamburg #eslohntsich,neutral
"Und wenn der Tweet auch noch so schlecht ist, von meinen Homies aus dem FDP-Ortsverband gibt's immer nen Stern. Oh.",negative
@AlexBritt57 @KirkHerbstreit Vols,neutral
@UnrealFabian bin fast immer ruhig während den Spielen. 😉,positive
Obama spricht in Rede an Nation über Syrien http://t.co/g9WvK15XF7,neutral
"@Farbenwunder Wenn ich Ruhe sage, meine ich das auch so. Gerade WILL man mich nicht ertragen.",neutral
@Whit3sh3ph3rd Uach. Keinen Stern dafür.,negative
Übersichtliche Tabelle verhindert falsche Trainingssteuerung: Eine ausführliche Tabelle listet alle relevanten Ste... http://t.co/pD1qsiCnwl,neutral
@SubhanZein @AbbyNrgHealing @thebedsite :-/,negative
"RT @PuuhduFerkel: du kannst dich ohne ende abrackern, um jünger zu erscheinen. oder dich zurücklehnen, enspannen und dein wahres alter geni…",neutral
Hoffe nen 1er oder ne A-Klasse :) #lasttweet,positive
RT @serienjunkies: Game of Thrones: The Mountain für Staffel 4 wieder neu besetzt #GoT http://t.co/CATddNjQGz,neutral
@janysek95 @Butschek_Inc Text me baybay 😉,positive
@KissinOnJames Ich:*ihn anschauen* *lach* Jtz hast dus versaut!*neben ihn in bett leg*,positive
Böse Mädchen haben viel mehr Spaß.,neutral
RT @Ahh_Mandatory: Ayyee girls (; @ellietruebenbac @PaigeDoBrava @andiepetrich,positive
Today stats; laden; via Today stats; Geht auch nicht Today stats: ipad ios7 laden.,neutral
RT @GoodGuyKelthon: @Einhorn_Kotzee keine Titten = kein Wunder,positive
#Eishockey #Oberliga Oberliga Nord: Adendorfer EC nicht für großen Kampf belohnt – 3-4 gegen Rostock... http://t.co/yS6giE297D #Adendorf,neutral
"Bayern Munich vs Chelsea 3-2. 121' Philipp Lahm, penalty, Bayern Munich #FotMob",neutral
Chrüterchraft. Äh was.,neutral
einfach nur retweeten bitte bitte bitte #mtvhottest Justin Bieber,neutral
"Kein Schwein ruft mich an, keine Sau interessiert sich für mich.",negative
"Sportchef kritisiert: Kreuzer erkennt ""zu viel Gucci"" beim HSV http://t.co/30WV9V1foh via @welt",neutral
"#Kinderkanal: Piets irre Pleiten, #MOTORVISION: Motorheads, #N24: Nachrichten, #Nick/CC: Lucky Fred, #NTV: Nachrichten, #rbb: Rbb aktuell",neutral
@ozerachristian ily,neutral
OMG @msleamichele YOUR SPEECH WAS TOUCHING AND REALLY MEANT We COULD FEEL YOUR PAIN THROUGH YOUR BEAUTIFUL SPEECH heS looking down 2 U ❤❤❤❤❤,positive
Lebensmittelüberwachung Hessen: Ekel-Pranger im Internet abgeschaltet | Rhein-Main - Frankfurter Rundschau http://t.co/Rp3BWR7mJJ,neutral
Eeeeeeendlich! Tooooooor Caps! Kevin Puschnik erlöst uns von dem Fehervar-Torbann nach 75 Saisonminuten #vicavs 1:0,positive
Rallye-Pilotin Janina Depping erliegt schweren Verletzungen http://t.co/0ogJAZIGWY,neutral
"@UweHH1 Ok, danke. Also kämen zu den 30% noch NK mit Prämie hinzu. Interessante Diskussion, aber in 140 Zeiten schwierig.",neutral
"Samstag, 23. Oktober 1943. Mainfränkische Zeitung: „Jugend erfreut Verwundete. Im Rahmen der... http://t.co/tMU5K9aovX",neutral
Summer sadness (reich and bleich remix)&gt;&gt;&gt;,positive
@x_koelln Die war wohl kurz down,negative
"Freut mich, die Bekanntschaft von Der Verrückte Hutmacher zu machen! http://t.co/njNiDSyR3v #iPad #iPadGames #GameInsight",positive
"RT @vegan_at: Ihr kennt Leute, die keinen Tofu mögen? Diese Tofubällchen überzeugen jede_n! http://t.co/FZpdkZBsSc http://t.co/k2W3Ag8euv",neutral
Trotz Energiewende: SPD-Chef Gabriel setzt weiter auf Kohle: SPD-Chef Sigmar Gabriel rückt vom Ziel eines rasc... http://t.co/P3eap8VKRW,neutral
New post: BN: Bonn: Motorradfahrer erheblich alkoholisiert. Sozia beschimpft Polizisten http://t.co/HT1jmA8jak,neutral
Bin grad' dabei dem Weekend fett den roten Teppich auszurollen !!! :)) Genießt das Weekend Freunde- und macht Euer Ding !!! :P,positive
K+S: Erwartet schwach http://t.co/3uDsIO8YY1,neutral
@ChrisLietze ehrlich gesagt find ich sehen die headset träger noch alberner aus *g*,negative
Kleine Kinder und Albträume vertragen sich nicht gut. Gar nicht. Jetzt darf auch ich ins Bett. #NervenwieDrahtseile #GuteNacht,neutral
Kitzbühel Tourismus engagiert Gerhard Walter http://t.co/dBNfkwjghO,neutral
"@kunthiratu Zum Geburtstag, Kun! Lange alt immer schön ☺",positive
@Vroeeem @TazeinS @SteffenBieser @tripletsfan19 @greensboro_nc @EmpireAve @TwiterHero Ich brauche ein Bier,neutral
Unnützes Wissen! http://t.co/kMmgxoYyI7,negative
Wenn Einwander*innen aus Westeuropa per se keinen 'Migrationshintergrund' haben können. #SchauHin,neutral
@HagerGhonem Hehehehehhe Lebesteha 3assal Koko,positive
Warum bei EA beschweren? Humble Origin Bundle; 30 glatte Beine?,neutral
Süßes oder Saures? Hier gibt's Scharfes! http://t.co/dvE0byfD1y,neutral
Militäreinsatz gegen Assad: Obama will in Syrien den Alleingang wagen: Das britische Parlament hat sich dem Sy... http://t.co/3qq7kXZBv3,neutral
New post: Meine kleinen Lieben http://t.co/dzYuaNERKJ,neutral
Okie dokie.. im chillen doe..,neutral
@namelesskim Yes. Aber auch viel negative Scheiße.,negative
@HighAltitudeLab brahahahahahah. Danke. Das war schön #domian,positive
@ebernstein801 solid reference,neutral
"Sky Deutschland: ""So sehn Sieger aus"": Christian Venus präsentiert den Sky Song zur Bundesliga /.. http://t.co/z7DpzAvxDk",neutral
@Nancylicious_ @vampirewoman1 @TheKatRodriguez O_o wir können reden .. nach dem spaß grins ..da sagt papa zu allem jaa grins,positive
"@BassetMortimer Weiß, Dogge Caja, weiblich, taub. Braun, Deutschestraßenminiatur Jessy, weiblich. Genialer Kater, Norwegische Waldkatze.",neutral
"Aktien Frankfurt Ausblick: Kaum verändert - Berichtssaison, Fed-Sitzung: FRANKFURT (dpa-AFX) -... http://t.co/GvEVeGPfLD #Börse #Aktien",neutral
International (16:45) - Nani verlängert in Manchester bis 2018: Manchester United hat den Vertrag mit dem port... http://t.co/TPjaQRp9Wm,neutral
RT @zeitonline: #NSA -Chef Keith Alexander verteidigt Spähprogramme und fordert Ende der Enthüllungen http://t.co/zIrF1Sjmyi (nd),neutral
"Mir sitzt einer mit nem ""it should work""-T-Shirt gegenüber... Was der wohl für n Beruf hat?!?",neutral
"@Perlentaucher79 und? genug ""gezappelt"" ?!?! ;)) #kaffee wär jetzt gut, oder?!....",neutral
"Für alle, die ein Problem mit der #Kälte haben: Richtung #Wochenende deutet sich wärmeres #Wetter an: http://t.co/Je8ZfrWpik #Herbst ^jj",neutral
Wechselwirkung bzw. gemeinsame Problematik http://t.co/mgOM4qjItR,neutral
Einbalsamierte... http://t.co/1Btjncr3I4,neutral
@baum_glueck Hübsch? o.O,positive
@psychoanalyse_ endlich anerkannt in Wiens Bobo Lokalen ;),positive
"@VerenaVoegeler hoffen viele, aber oft eben auch unterschiedliche Hoffnungen. Da liegt das Problem... ;-)",positive
"Geht der Reißverschluss auf? ""Ja °o°"" ""..Krieg nicht auf..."" "".....achso, du meinst GANZ?!"" .... |D",positive
Freie Bahn mit Marzipan! ;) #travel (@ A4) [pic]: http://t.co/GLHiPtWZHy,positive
"RT @ulfhenrich: Ich bin ein wenig stolz, zu genau der Generation zu gehören, die sowohl von ihren Eltern als auch von ihren Kindern unterst…",positive
"@Voidi der = die. Hats nun genervt weggepackt mit den Worten ""nix geht hier""",positive
Guten Wochenstart Euch allen aus Würzburg... http://t.co/PYbF2DsB7l,neutral
Versicherungsmakler http://t.co/fljRmCyfDw http://t.co/y1va8nROsp,neutral
@RealDase #HalaMadrid Hihi da haste was verpasst ;) Danke fürs folgen. Und viel Spaß auf meiner TL :),positive
"Checkliste berufliche #Weiterbildung; Entscheidung, Qualität, Fördermöglichkeiten, Kosten, Abschluss: http://t.co/4x1ANKC80r",neutral
@mykke_ auch voll geil mit nem Spezialflieger aus Mallorca zurückgeflogen werden.,positive
"Kostenexplosion bei 1,7 Bil. Dollar für US-Kriegsinvaliden verstärkt den Drang zu... http://t.co/TdCv7YzvyY",neutral
Eure Reiseleiter aus Halle mit Melanie Jaeger nach ihrem Auftritt http://t.co/KDI7Hq2Vpe,neutral
Brauch Ablenkung,neutral
RT @IkKranz: @Dessousandmore @kleopatra2009 @aiida976 @GeoDienst @HufnaglB @TAEVision @erfolgsinfo @BildungsImpulse Danke wäre schön.Gruß a…,positive
@Pudel_spricht Schlaf gut und träume was schönes. &lt;3,positive
"J'aime beaucoup Bastian et je le vois jamais :( ich spreche nicht deutsch, sorry! Danke :)",positive
"World class @MrsGiroud: Lol ""@Dozieben2: Victor anichebe 17 goals in 9 season? Goodness""",positive
Faule Äpfel werden neue #EZB-Chef Draghi: Definition notleidender Kredite muss harmonisiert werden vor 1 Min (14:59) - Echtzeitnachricht,neutral
#Lastminute #Urlaub ! Viele Chancen zum #Geld #sparen http://t.co/PJmCm64Q0F,neutral
@freaking_polly was sich einmal fest gesetzt hat....,neutral
#ASVLive Weiße Elf erhöht den Druck. ASV kontert. Friesen verzieht knapp,neutral
Kein Wunder wenn man unerwarteten Besuch bis halb 4 nachts bekommt.,neutral
Ich kann dir auch gerne wieder entfolgen \o Dann nicht.,negative
|| || Kleinanzeigen: Kraftfahrer mit Führerschein Klasse CE gesucht ( m/w) in Hamburg: Die TE... http://t.co/vBTMxpJeIz #jobs #Spedition,neutral
@Sisofmurphy @o_oLennox @BrandtThorsten @Pudel_spricht @GSS_Bella_Eli *Schafi liebevoll übers Köpfchen streich*,positive
"Niederbayern: ""Blow up"" Gefahr gebannt http://t.co/hUD7gFjat0",neutral
@oezcanmutlu @vollmarwwf Partei zu Zukunftstechnologien wie der grünen Gentechnik und ihrem Hang zum Verbot als Lösung. Schwere Entscheidung,neutral
@Rote_Risse nein aber awwww danke :***** ❤❤❤❤du auch 😘😘😘,positive
RT @Piratenpartei: Kurzübersicht was wir #piraten im Bundestag erreichen wollen (1/2) #btw13 /bo http://t.co/Ep7LOn8r2o,neutral
"Liebe ist, dem Anderen etwas geben oder für ihn tun, ohne etwas dafür zu erwarten.",neutral
RT @Senficon: Onliekommunikation erzeugt soziale Kälte. #Symbolbild @scy @kaifuzius http://t.co/Lqnm7JLgGZ,neutral
Soooo jetzt werden erstmal meine ganzen Nachrichten beantwortet ;) ;) ;) Was macht ihr noch schönes ???? http://t.co/1vIi1xgwd8,neutral
A1 erweitert Glasfasernetz http://t.co/HjPfaXTKQ4,neutral
ePlayer: Vorbericht AC Mailand - FC Barcelona. Titel: Barca fürchtet Milan: “Kein Selbstläufer“. Kanal: Champions League,neutral
@Chaoticle ah. Hatte nur bis radolfzell geschaut wegen ticket. Aber so isses fast normal ;),positive
"GC-Aufstellung gegen LS: Bürki, Lang, Vilotic, Grichting, Bauer, Salatic, Abrashi, Feltscher, Caio, Vonlanthen, Ben Khalifa. Hopp GC!",neutral
"Warum nur Filme crowdfunden, warum nicht gleich ein ganzes Festival? Das Fankfurter @NipponFilmfest geht neue Wege: http://t.co/SQwHKSXmc9",neutral
"RT @berti149: Weils so schön war, pls RT: Kontaktdaten Wahlkampfzentrale #Piraten NRW Tel: 0211 909819-0 - 10-20 Uhr E-Mail: berti@piratenp…",neutral
Ich merk schon … Auf #ADN hält man mich noch für seriös. Muss den Avatar tauschen … #hitzekoller,negative
POL-ROW: ++ Vertrauen verspielt ++ Teure Arbeitsmaschine gestohlen ++ Spanngurte gerissen ++ Einbruch in Blumenladen http://t.co/NjQ9sgWihh,neutral
Jack wird sich einfach zwangverheiraten &amp; der fragt Frank vorher gar nicht.,neutral
POL-WAF: Oelde. Radfahrer leicht verletzt - news aktuell (Pressemitteilung): POL-WAF: Oelde. Radfahrer ... http://t.co/ngjDghC4PI #Oelde,neutral
Wahre Liebe bedarf oft keine Worte,neutral
leben bedeutet vertrauen verlieren.,negative
Lost Planet 3: Die Auswirkungen extremer Kälte auf den menschlichen Körper http://t.co/9xJoPbRJlS,neutral
"»Preist den Herrn, und ruft seinen Namen aus, verkündet seine großen Taten allen Völkern! http://t.co/6OniJehm2k",neutral
"Bitte HILF uns, UNS besser zu machen !!! Dauert keine 3 Minuten! Sag uns deine Meinung: http://t.co/Ejnnt0Dpc9",neutral
"#F1 Der neue Red Bull RB10 für 2014 kommt mit ein paar unkonventionellen Lösungen, kündigt Helmut Marko an. AMuS: http://t.co/27ALaO2YBy",neutral
"RT @migrate89: Dass @ThomasWalde 90% seiner Fragen zu NSA &amp; Frankreich gestellt hat, zeigt, dass er Lichtjahre vom Wähler entfernt ist. Sch…",negative
"@Nacktduscherin wo? seitlich, mitte, oben, unten?",neutral
Web Sexkontakte aus deiner nähe.... http://t.co/InJfLRdUVu Sex Schweiz,neutral
Kostenlos spielen: Kiez King Browserspiel http://t.co/6CsvHgNSRd Kiez King Game im Rotlichtmilieu jetzt Online mitmachen,neutral
@Jo_himself NightTimeLine - das ist die Zeit am Tag wo's hier um Brüste und so Scheiss geht! ;),positive
"@AkaiMasuku @PerfectPatrick7 Es fühlt sich nicht richtig an, wenn man das 9/11 Phänomen hat und genau weis was man an dem Tag gemacht hat",neutral
#verletzt ;Ich habs verdient.,negative
Retouch Display (at Samsung Brand Shop (Samsung Mobile) Purwakarta) — https://t.co/rbAAtUhhGC,neutral
@Fantasygirl98 Damit machst du dir den Rhythmus dann komplett kaputt.. Versuch mal komplett wach zu (cont) http://t.co/vCXo483NeJ,negative
kleines Wappenhemd schwarzer Ritter: Dieses schwarze Wappenhemd aus Baumwolle wurde speziell für unsere kleine... http://t.co/10Higygnhy,neutral
"@Matthias_Teh Die einzige brauchbare Unterscheidung zwischen Nationen,Parteien sowieso, besteht imo darin ob zwangskollektivistisch o nicht.",neutral
@_katha2109 ein tritt? Fehlt mir die kraft dazu....ich kämpfe nicht erst seit 3-4 Tagen. Sondern seit über einem Jahr. Dachte sind KOMPLETT,negative
@ElbeChirurg Geburtstag? Allerherzlichste Glückwünsche!!!!,positive
@laRossa05 @27tournelle Wobei... selbst Einstein war sich beim Universum nicht sicher...,neutral
"@RenateKuenast @KepplerStobrawe ja, das tut wirklich weh",negative
"FIFA 13 Ultimate Team - ""Was Das?!?"" S2 #05: Willst du mich heiraten, geliebter Gegner?: http://t.co/fIZ0gUdOWD über @YouTube",neutral
@_frischebrise @popela_ @Buntraum aber irgendwas muss doch einfacher werden?,neutral
"Ihr stupst mich dann an, sobald Mavericks zum Download bereit stehnt, ne?",neutral
Informationen für Unternehmer aus Sachsen-AnhaltSie möchten Ihr Unternehmen professionell im Interne http://t.co/zb7ku71nm7,neutral
"@chj_keller Grüezi , hast ja auch eigene Site, die mal wieder aktualisiert werden müsste!?!;) @offpulse @berlinwerbung @Patrick_Kunkel",neutral
@momado_50 Ncoh steht kein Marathon an. Auch ein Termin für Staffel 4 steht noch nicht. #FallingSkies,neutral
"Erfolgreicher Transfer, senor Perez! Bale geholt, Kaka und Özil verloren, fans gespalten! #WelcomeBale",negative
Earth Inferno in Bonn. Und direktmal nen Bekannten aus frühster Studienzeit getroffen. #freu,positive
Neue Westfälische (Bielefeld): Kommentar: Alarm in Fukushima Halbwertzeit DIRK MÜLLER http://t.co/YIUNRqTz3E,neutral
"Plakate/Print sympathisch, elektronische Medien störend! Ein möglicher Grund für Gap Nutzer-/Werbemarktanteil?! http://t.co/5W06b7FaZE",neutral
RT @PanteraSarah: Happy Birthday And Happy Bar Mitzah Ben!! https://t.co/qo6ofEEyNK,positive
Daughter - Youth (Alle Farben Remix),neutral
@ichdenkenicht Würde @StrangeSerafine gefallen... falls sie's nicht schon kennt. #Gruftipower ^^,neutral
@Verlieren Looks like Einstein.,neutral
Rosa Sterne fallen vom Himmel #UnderTheDome,neutral
Schwerer Autounfall bei Anröchte mit Toten. Geht’s euch allen gut?,neutral
@Sophias_Mind Träum was schönes :-*,positive
"#ARD: Tagesschau, #ORF2: Sturm der Liebe, #DASVIERTE: Die Sullivans, #Eurosport: Fussball, #MDR: MDR um elf, #MTV: Top 11 at 11",neutral
"@toxicacd würd ich so nicht sagen...die holt ja auch feuchtigkeit aus der Luft,was das schwitzen wieder effektiver macht und gefühlt kälter.",neutral
Essgewohnheiten Leben ohne Fleisch – vier Vegetarier erzähle - BMAD-Radio Forum http://t.co/aPs2MEmcvQ,neutral
NSA-Spähaffäre: Steinmeier offenbar zur Aussage bereit: SPD-Fraktionschef Steinmeier will offenbar in der NSA-... http://t.co/dmoYGzacSa,neutral
SD: Verordnung gegen Datenmissbrauch: Innenminister Friedrich fordert Korrekturen bei Datenschutzreform http://t.co/QDI5cofKe7 funny_flash,neutral
RT @baranek: In #Berlin gibts am Zoo bald neues Designhotel. Ab 115€/Nacht. Sieht ganz nett aus. http://t.co/aVb4z4nVz2,positive
@AnaExposito13. Diviertete,neutral
"RT @KonsumSchutz: Im Herbst aktuell: ""Versicherungsexperten"". Unterschreiben Sie nichts, wirklich nichts! http://t.co/ayep79sOxR #Krankenka…",neutral
RT @hoppenina: Faymann nennt Neoliberalismus. Dabei haben wir nicht einmal einen Liberalismus in Österreich. Ganz zu schweigen vom kleinen …,neutral
"@ZDF Oh ja, bitte mal Bescheid geben, wenn Helene Fischer dran ist!",positive
@BVB09NORD Echte Liebe halt 😊,positive
Bereit für jede Menge Spaß mit Krawallrentner Irving Zisman? Gewinnt eines von fünf Fanpaketen zum Kinostart von... http://t.co/jB6rLeaCc9,neutral
@MischungNo11 ich ritz' dir meinen Namen ins Gesicht mit na' scharf geschliffenen Visacard!!,negative
Beats sind fertig ran ans eingemachte #Texten #Melodien #EPkommt,neutral
"Ein Eis aus dem Gefrierschrank holen und dann erst noch ne halbe Stunde rumrödeln. Gut, Ela, sehr gut…",positive
"RT @malerdeck: Kunde gibt uns bei unserer Kundenumfrage eine schlechtere Note, da die Rechnung teurer als das Angebot war. http://t.co/8Q2E…",negative
BVG zeigt bei jeder Suche neue Baustellen an xx Ich fahr auf gut Glück jetzt lieber los xx,positive
"Die ""Familie"" trifft sich. Aus guten Gründen: Matinée zum 75. Geburtstag von Klaus Töpfer.",neutral
"LIVESTREAM: Eröffnung Für alle, die morgen nicht nach Innsbruck kommen können: Unser Team arbeitet gerade daran,... http://t.co/89W0wCoakf",neutral
@kayvanschendel ja.....,neutral
"SandraPervers: Geschlecht: weiblichSexuelle Ausrichtung: biAlter: 33Ort: 67XXX, Rheinland-PfalzIch suche: eine... http://t.co/npNrASU7Px",neutral
"@LighthouseCity Der gute @Gronkh gewinnt niveaumäßig eigentlich sowieso schon, weil er keine Vergewaltigungs-Witz-Videos macht.",positive
Stehen Verkehrsberuhigung und Kopfschmerzen in einem logischen Zusammenhang?,neutral
"@xKarenina Butter schaumig rühren mit 100 g Zucker, 5 Eigelb unterrühren, dann die Geschmacksrichtung beimengen,5 Eiweiß schlagen unterheben",neutral
Hoffentlich lah !! Scheiße !! http://t.co/QrJx7RSiaM,negative
RT @Delphinpaar: Bücherstadt Kurier http://t.co/pvf164d97J,neutral
Elektronische Musik +Kunst: Wir verlosen Karten fürs Hell &amp; Dunkel Open Air: http://t.co/42QMTpdzXI #Neuss,neutral
Schweiz: Kurt Marti nominiert: Kurt Marti aus Brig-Glis wurde für den Prix Courage 2013 nominiert. Der Journal... http://t.co/bkzVrPkRoj,neutral
http://t.co/J75tIWTb7l Schauen Sie die kleinen Cabrios an: Null Charme null Image null Fun Der Lotus hat alles - Ihr Nachbar platzt vor Neid,negative
@YazoChan @AoiBakafly. dat sind so viele unbekannte ich weineeee ~,negative
Los gehts: #Fantalk Spezial zu Ehren von Otto #Rehagel! Mit dem Hashtag #text219 seid ihr #mittendrin! #teletwitter #SPORT1,neutral
@Inklusion_Bln war eben doch nicht alles besser! :-),positive
Zum Glück sind Igel im Herbst nicht schwanger :-) http://t.co/k3KHYQ0fr4,positive
@PimpYourMac Vielen Dank! Die Hoffnung stirbt ja bekanntlich zu letzt. Notfalls spontan am Freitag nach Hamburg und doch das Air shoppen :-),positive
@Taxtweety Wasn los Süße?,neutral
Ohhh macht erst um 16:00 auf. Durst! (@ Friedrichsruh) http://t.co/29PwQHsBtb,negative
"@Tom_ofB @hael_ge wäre eine Ungleichbehandlung, da Entscheidungen bei #SMV verhindert werden können, was wiederum Widerspruch zum #SÄA ist.",neutral
"Und bin gespannt, was von der neuen EP gespielt wird",neutral
#nowplaying die neue Scheibe von Someone´s Diary http://t.co/FrD3Xy3t3h Yuppiduppi! Aber das sagte ich ja schon mal ...,positive
"@isabelglaser Nix, Kik! Material liegt bereit, Challenge accepted.",positive
Stephano beendet seine aktive StarCraft II-Karriere http://t.co/eau6d1QBcr #esports,neutral
1. Gleichbehandlungsausschuss: 1. ordentliche Sitzung bereits passiert #uvsitzung13,neutral
@CHVRCHES Album übrigens 11/10 #perfekt,positive
@Razer0ck nope keine Motivation dafür ^^,negative
Draxlers bittere Erkenntnis: Nach der 1:3-Derbypleite gegen Borussia Dortmund meinte Jungs... http://t.co/xTHpSiBOZd #football #Fussball,negative
"RT @kinozeit: Vergesst Banksy! ""Art War"" zeigt Street Art als wahren Motor der ägyptischen Revolution http://t.co/u6Q6PsRmiZ Nicht verpasse…",neutral
Hat jemand schon Apple Care+ abgeschlossen. iPhone 5s gekauft bei der Telekom. Geht das auch im Apple Store?,neutral
"@UniversitySheep @LuisaLion @Harrcore triumpf (gut), tschibo (nicht so gut), h&amp;m (ok), hofer = aldi (gut) :-)",positive
Das Ende des freien Internet: Die Zensur kehrt nach Europa zurück http://t.co/n0ynoFBlgg,neutral
@Brala1 Und ich hab Ian getroffen. Der Kerl ist einfach genial. Man muss Ian mal Live gesehen haben um seine Psyche zu verstehen. xD,positive
QR steht (Englisch = Quick Response) bedeutet schnelle Antwort. Mit einer automatischen Scan-Funktion können... http://t.co/CUCSf2kfTz,neutral
"Mark Zuckerberg unter Druck -  Facebook, uncool und ärgerlich: Das dürfte Mark Zuckerberg gar nicht gefallen. ... http://t.co/PRTENwSJ8b",neutral
Hannover/Region: Show: Sicherheitsfestival setzt Maßstäbe http://t.co/AfZUJHCjmn,neutral
Komme dank meines Feuerwehrausweises gratis aufs Frequency.,positive
"Dies alles habe ich euch gesagt, damit ihr durch mich Frieden habt. In der Welt habt ihr Angst, aber lasst euch nich… http://t.co/r8ZsPk9jDA",neutral
RT @bhanakam: Notiz an mich: Warnweste kaufen. Finde meine nicht mehr.,neutral
@juliasophiexo okay suche ich eben :) #dancingallnightlong,positive
RT @andithematti: was würde jesse pinkman tun?,neutral
"Kleiner Protestspaziergang, schick, schick #msh_ggr",neutral
"@Nico79 wo denn? Meine letzten Besuche in Köln (vor etwa einem Jahr) waren eher enttäuschend (überfüllt, laut).",negative
Also meinen namen eher nicht. Aber wir können natürlich auch mal aufnehmen. LG Schmiddy_LP (@YouTube http://t.co/bIxZUVTSlI),neutral
Aus dem Netz ins klassische TV: #Netflix will auch über Set Top Boxen empfangbar werden http://t.co/CEmgWiGQk2,neutral
"@Sinneswandlerin ""Den Tieren steht unsere Kosmetik einfach nicht.""",neutral
RT @herbyfun: Psssst! Weitersagen!: Zwickmühle http://t.co/9yTW5AiSFK,neutral
@Gloria_jo nichts.,neutral
Soziale Bewegung Daily wurde gerade veröffentlicht! http://t.co/TQjNLlSaVE ▸ Topthemen heute von @ChangeGER @Volksentscheid,neutral
Quartalszahlen: Schwaches Investmentbanking drückt Barclays Gewinn http://t.co/BiHYfDzY32,neutral
"...aber nichtsdestotrotz wären 700 follower schon ganz nett. ;P | ...but, nevertheless, 700 follower would be nice. ;P #LastTweet",positive
"RT @1996Zamir: @its_meliii SIE werden dir noch gratulieren :) Eine dumme Frage , gratuliert ihr beide euch auch gegenseitig ? 😃",positive
@gagariana: #Piraten in Düsseldorf hängen den Hund! http://t.co/yLTCGRd3GY @Piratenpartei @PiratenNRW,neutral
Open Data: Berliner Geodaten kostenlos erhältlich http://t.co/a2vGgAvZ8y,neutral
Naw dank Chris vom Tumblr Support kann ich wieder bloggen. &lt;333,positive
"oh mann o mann...richtig fett im web verdienen,speck anlegen? jegliche serverausfälle und daten email klau vermeiden? http://t.co/TS5xPb8ZK8",positive
@Aluenschen Naja dazu brauch man aber Titten! Die alten notgeilen Schachteln mit +60 will doch niemand! xD,positive
Der Dubbletimepart von Julien war ja mal sowas von genial! :D (@YouTube http://t.co/8Xh6HD3NsB),positive
@schattending soviel pinkes zeug D: meine augen brennen D:,negative
Bitcoins.de:Im Aufwärtstrend http://t.co/LB5QHgGegu,neutral
110 010-0 München Hauptbahnhof 1985-1990(digitales Bild vom Negativ) #bahnbilderde http://t.co/tF2CvD7KeD,neutral
"RT @Prosapina: Küsschen oben, Küsschen unten.",positive
@coco_78 @Jackie2506 @MataHari1302 @WenkeBosse @rebella76 lol dann gib's keine Rettung mehr für ihn ;)) #attacke,positive
"Wer muss bis 8 in Krefeld arbeiten, geht dann direkt ins Fitnessstudio und muss dann nachts zu Hause die Spülmaschine ausräumen?",neutral
"CARLA 23 -Verschmust, Verspielt Versaut: Verschmust, Verspielt Versaut.... Diese 23 jährige Schönheit wird dir... http://t.co/G32y4qh70c",neutral
Falls sie demnächst mal wieder in den Zoo gehen: Giraffen lieben Salmiak.,neutral
#sonne #aussicht #genießen #fahrrad #fahren #schön #bewölkt #angenehm #kühl http://t.co/xDBHG5t9uo,positive
"@1909er Man soll den Tag nicht vor dem Abend loben, aber man soll auch niemals die Hoffnung aufgeben ;-) :-D",positive
"@SpriverC Ah! ""Künstlerische Freiheit""! http://t.co/xCNpKsogpb",positive
Post rehearsal selfie cuz... Why not? #hoodie #vest #hoodievest #rehearsal #springawakening #hanschen… http://t.co/NhqaD9bLWN,positive
@ncbnz igitt! gels! bäh! (aber trotzdem danke),negative
"@04Zippy Nee, klappt nicht:/",negative
Intershop schreibt weiter rote Zahlen: Intershop muss gegen große Softwarekonzerne antreten. Der Wet... http://t.co/usPyCgtUCo #IT #News,negative
China: 670 Millionen Yuan Geldstrafen für sechs ausländische Molkereiunternehmen http://t.co/DEPOvfFrrz #Aktuelles CHINAorg,neutral
Manche Menschen haben einen Pokal in Dummheit verdient.,negative
"Zum Glück sind Google mit Android die Guten, sonst müsste man sie fast mit Microsoft vergleichen. http://t.co/VYNouKR946",negative
"@DasBierdesTages ""viel viel Koffein, wenig wenig Feingefühl""",negative
http://t.co/Sh2ajoNXL3 RT Fukushima betroffen - Starkes Erdbeben im Nordosten Japans http://t.co/7tGx5GEY7y,neutral
Bundesliga: Jung droht für Wolfsburg auszufallen http://t.co/fP1K2SMn4q,neutral
endlich Bus erreicht ihr mongos #Matze_der_babo #ha_gayy,negative
"Vorsicht, bissig! #leserbrief #sportbild #S04 http://t.co/POiq7JHRb2",neutral
@CodySchreiter awake,neutral
"#NDR: Tatort, #NTV: Nachrichten, #SWR: Fahr mal hin, #WDR: Weltweit, #ZDFKULTUR: Ab 18!, #ZDFneo: Scott &amp; Bailey",neutral
"SciFi-Roman CONNORS LICHT &amp; Musikalbum HYDROLUX für schlappe 3,33EUR downloaden http://t.co/pts1HGGSgR",neutral
RT @HubertSickinger: Das ergibt sich eindeutig aus § 6 Abs. 6 Z. 1 Parteiengesetz: Parteien dürfen von Parlamentsklubs keine Spenden annehm…,neutral
